Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
7751-UX,90,0,193,¡ú,50,188466,2489946,120.4019,22.5081,,2018/1/9 10:12,107380,0,50,830024
7751-UX,90,1,193,¡ú,50,188466,2489946,120.4019,22.5081,,2018/1/9 10:12,107380,0,50,830024
7751-UX,90,0,193,¡ú,50,188466,2489946,120.4019,22.5081,,2018/1/9 10:13,107380,0,50,830024
7751-UX,90,0,167,¡û,50,188826,2489823,120.4054,22.507,,2018/1/9 10:15,318190,252,50,830024
7751-UX,90,1,240,¡ú,70,189525,2489854,120.4122,22.5073,,2018/1/9 10:17,7976,115,70,830024
7751-UX,90,0,0,¡ô,70,189525,2489854,120.4122,22.5073,,2018/1/9 10:17,7976,0,70,830024
7751-UX,90,1,0,¡ô,70,189536,2489876,120.4123,22.5075,,2018/1/9 10:18,7976,25,70,830024
7751-UX,90,0,13,¡ù,60,188808,2490488,120.4052,22.513,,2018/1/9 10:20,604313,237,60,830024
7751-UX,90,0,356,¡ô,60,188830,2490875,120.4054,22.5165,,2018/1/9 10:22,604314,66,60,830024
7751-UX,90,1,356,¡ô,60,188830,2490875,120.4054,22.5165,,2018/1/9 10:22,604314,0,60,830024
7751-UX,90,1,356,¡ô,60,188830,2490875,120.4054,22.5165,,2018/1/9 10:23,604314,0,60,830024
7751-UX,90,0,114,¡û,60,188925,2491506,120.4063,22.5222,,2018/1/9 10:24,604310,158,60,830024
7751-UX,90,1,114,¡û,60,188925,2491506,120.4063,22.5222,,2018/1/9 10:25,604310,0,60,830024
7751-UX,90,2,83,¡÷,70,188144,2491664,120.3987,22.5236,,2018/1/9 10:29,7977,128,70,830024
7751-UX,90,3,313,¡ø,70,188144,2491664,120.3987,22.5236,,2018/1/9 10:30,7977,,70,830024
7751-UX,90,0,268,¡ö,60,188165,2491819,120.3989,22.525,,2018/1/9 10:31,604310,95,60,830024
7751-UX,90,2,268,¡ö,60,188175,2491819,120.399,22.525,,2018/1/9 10:31,604310,10,60,830024
7751-UX,90,2,321,¡ø,60,188175,2491819,120.399,22.525,,2018/1/9 10:32,604310,0,60,830024
7751-UX,90,0,321,¡ø,60,188165,2491819,120.3989,22.525,,2018/1/9 10:32,604310,10,60,830024
7751-UX,90,0,321,¡ø,60,188165,2491808,120.3989,22.5249,,2018/1/9 10:33,604310,,60,830024
7751-UX,90,0,321,¡ø,60,188165,2491808,120.3989,22.5249,,2018/1/9 10:33,604310,11,60,830024
7751-UX,90,0,321,¡ø,60,188165,2491808,120.3989,22.5249,,2018/1/9 10:34,604310,0,60,830024
7751-UX,90,1,321,¡ø,60,188165,2491808,120.3989,22.5249,,2018/1/9 10:34,604310,0,60,830024
7751-UX,90,1,321,¡ø,60,188165,2491808,120.3989,22.5249,,2018/1/9 10:35,604310,0,60,830024
7751-UX,90,0,321,¡ø,60,188165,2491808,120.3989,22.5249,,2018/1/9 10:35,604310,0,60,830024
7751-UX,90,1,321,¡ø,60,188165,2491808,120.3989,22.5249,,2018/1/9 10:36,604310,0,60,830024
7751-UX,90,0,272,¡ö,50,187897,2491820,120.3963,22.525,,2018/1/9 10:38,107121,91,50,830024
7751-UX,90,0,272,¡ö,50,187897,2491820,120.3963,22.525,,2018/1/9 10:39,107121,0,50,830024
7751-UX,90,0,272,¡ö,50,187897,2491820,120.3963,22.525,,2018/1/9 10:39,107121,0,50,830024
7751-UX,90,0,272,¡ö,50,187897,2491820,120.3963,22.525,,2018/1/9 10:40,107121,0,50,830024
7751-UX,90,0,338,¡ø,50,187908,2491820,120.3964,22.525,,2018/1/9 10:40,107121,11,50,830024
7751-UX,90,1,218,¡ú,50,188063,2492030,120.3979,22.5269,,2018/1/9 10:42,318187,15,50,830024
7751-UX,90,0,218,¡ú,50,188073,2492030,120.398,22.5269,,2018/1/9 10:43,318187,10,50,830024
7751-UX,90,2,63,¡ù,50,188073,2492041,120.398,22.527,,2018/1/9 10:47,22823,11,50,830024
7751-UX,90,0,280,¡ö,60,188053,2492063,120.3978,22.5272,,2018/1/9 10:48,604309,,60,830024
7751-UX,90,0,0,¡ô,50,187868,2492086,120.396,22.5274,,2018/1/9 10:49,318176,24,50,830024
7751-UX,90,0,0,¡ô,50,187868,2492086,120.396,22.5274,,2018/1/9 10:50,318176,0,50,830024
7751-UX,90,1,0,¡ô,50,187868,2492086,120.396,22.5274,,2018/1/9 10:50,318176,0,50,830024
7751-UX,90,0,10,¡ô,50,187891,2492739,120.3962,22.5333,,2018/1/9 10:54,107121,45,50,830024
7751-UX,90,0,10,¡ô,50,187891,2492739,120.3962,22.5333,,2018/1/9 10:55,107121,0,50,830024
7751-UX,90,0,10,¡ô,50,187891,2492739,120.3962,22.5333,,2018/1/9 10:55,107121,0,50,830024
7751-UX,90,1,192,¡ú,50,187891,2492750,120.3962,22.5334,,2018/1/9 10:56,107121,11,50,830024
7751-UX,90,0,202,¡ú,50,187880,2492717,120.3961,22.5331,,2018/1/9 10:57,107121,11,50,830024
7751-UX,90,1,202,¡ú,50,187880,2492717,120.3961,22.5331,,2018/1/9 10:57,107121,0,50,830024
7751-UX,90,2,90,¡÷,50,187849,2492629,120.3958,22.5323,,2018/1/9 10:58,107121,49,50,830024
7751-UX,90,0,51,¡ù,50,187849,2492629,120.3958,22.5323,,2018/1/9 10:59,107121,0,50,830024
7751-UX,90,1,51,¡ù,50,187849,2492617,120.3958,22.5322,,2018/1/9 10:59,107121,12,50,830024
7751-UX,90,0,51,¡ù,50,187849,2492629,120.3958,22.5323,,2018/1/9 11:00,107121,12,50,830024
7751-UX,90,1,0,¡ô,50,188376,2493080,120.4009,22.5364,,2018/1/9 11:03,107145,82,50,830024
7751-UX,90,1,0,¡ô,50,188376,2493103,120.4009,22.5366,,2018/1/9 11:03,107145,23,50,830024
7751-UX,90,1,0,¡ô,50,188365,2493103,120.4008,22.5366,,2018/1/9 11:04,107145,11,50,830024
7751-UX,90,2,0,¡ô,50,188365,2493114,120.4008,22.5367,,2018/1/9 11:04,107145,11,50,830024
7751-UX,90,0,314,¡ø,50,188354,2492892,120.4007,22.5347,,2018/1/9 11:07,317753,24,50,830024
7751-UX,90,1,314,¡ø,50,188354,2492892,120.4007,22.5347,,2018/1/9 11:07,317753,0,50,830024
7751-UX,90,2,55,¡ù,50,188354,2492892,120.4007,22.5347,,2018/1/9 11:08,317753,0,50,830024
7751-UX,90,0,23,¡ù,50,188354,2492892,120.4007,22.5347,,2018/1/9 11:08,317753,0,50,830024
7751-UX,90,0,172,¡õ,70,187968,2491543,120.397,22.5225,,2018/1/9 11:11,7977,299,70,830024
7751-UX,90,0,140,¡û,70,187760,2490946,120.395,22.5171,,2018/1/9 11:13,7977,151,70,830024
7751-UX,90,0,140,¡û,70,187760,2490935,120.395,22.517,,2018/1/9 11:13,7977,11,70,830024
7751-UX,90,1,32,¡ù,70,187719,2490891,120.3946,22.5166,,2018/1/9 11:14,7977,12,70,830024
7751-UX,90,0,32,¡ù,70,187729,2490891,120.3947,22.5166,,2018/1/9 11:15,7977,10,70,830024
7751-UX,90,0,141,¡û,70,187769,2490724,120.3951,22.5151,,2018/1/9 11:16,7977,153,70,830024
7751-UX,90,0,176,¡õ,60,187748,2490481,120.3949,22.5129,,2018/1/9 11:17,607863,0,60,830024
7751-UX,90,0,176,¡õ,60,187748,2490481,120.3949,22.5129,,2018/1/9 11:18,607863,0,60,830024
7751-UX,90,0,176,¡õ,60,187748,2490481,120.3949,22.5129,,2018/1/9 11:18,607863,0,60,830024
7751-UX,90,0,267,¡ö,60,187427,2489884,120.3918,22.5075,,2018/1/9 11:21,604327,38,60,830024
7751-UX,90,0,267,¡ö,60,187427,2489884,120.3918,22.5075,,2018/1/9 11:21,604327,0,60,830024
7751-UX,90,1,267,¡ö,60,187427,2489884,120.3918,22.5075,,2018/1/9 11:22,604327,0,60,830024
7751-UX,90,0,267,¡ö,60,187427,2489884,120.3918,22.5075,,2018/1/9 11:22,604327,0,60,830024
7751-UX,90,0,94,¡÷,50,187376,2490117,120.3913,22.5096,,2018/1/9 11:23,107179,222,50,830024
7751-UX,90,0,94,¡÷,50,187376,2490128,120.3913,22.5097,,2018/1/9 11:24,318206,11,50,830024
7751-UX,90,0,94,¡÷,50,187376,2490128,120.3913,22.5097,,2018/1/9 11:24,318206,0,50,830024
7751-UX,90,0,94,¡÷,50,187386,2490139,120.3914,22.5098,,2018/1/9 11:25,318206,,50,830024
7751-UX,90,0,94,¡÷,50,187376,2490139,120.3913,22.5098,,2018/1/9 11:25,318206,11,50,830024
7751-UX,90,0,190,¡õ,50,187293,2489929,120.3905,22.5079,,2018/1/9 11:27,318155,195,50,830024
7751-UX,90,0,145,¡û,50,187538,2489529,120.3929,22.5043,,2018/1/9 11:29,107179,23,50,830024
7751-UX,90,0,145,¡û,50,187538,2489540,120.3929,22.5044,,2018/1/9 11:29,107179,11,50,830024
7751-UX,90,2,145,¡û,50,187538,2489540,120.3929,22.5044,,2018/1/9 11:30,107179,0,50,830024
7751-UX,90,0,354,¡ô,50,187148,2489586,120.3891,22.5048,,2018/1/9 11:33,107179,88,50,830024
7751-UX,90,0,354,¡ô,50,187158,2489597,120.3892,22.5049,,2018/1/9 11:33,107179,15,50,830024
7751-UX,90,0,354,¡ô,50,187158,2489597,120.3892,22.5049,,2018/1/9 11:34,107179,0,50,830024
7751-UX,90,2,354,¡ô,50,187158,2489608,120.3892,22.505,,2018/1/9 11:34,107179,11,50,830024
7751-UX,90,0,350,¡ô,50,187231,2489830,120.3899,22.507,,2018/1/9 11:35,333360,78,50,830024
7751-UX,90,1,276,¡ö,50,187138,2489852,120.389,22.5072,,2018/1/9 11:36,318195,96,50,830024
7751-UX,90,1,177,¡õ,50,187056,2489819,120.3882,22.5069,,2018/1/9 11:37,364039,0,50,830024
7751-UX,90,0,177,¡õ,50,187056,2489819,120.3882,22.5069,,2018/1/9 11:37,364039,0,50,830024
7751-UX,90,0,265,¡ö,60,186881,2489764,120.3865,22.5064,,2018/1/9 11:39,607862,12,60,830024
7751-UX,90,0,265,¡ö,60,186891,2489764,120.3866,22.5064,,2018/1/9 11:39,607862,10,60,830024
7751-UX,90,0,265,¡ö,60,186891,2489764,120.3866,22.5064,,2018/1/9 11:40,607862,0,60,830024
7751-UX,90,2,240,¡ú,60,186891,2489764,120.3866,22.5064,,2018/1/9 11:40,607862,0,60,830024
7751-UX,90,0,121,¡û,50,186745,2489366,120.3852,22.5028,,2018/1/9 11:43,107201,23,50,830024
7751-UX,90,0,121,¡û,50,186745,2489366,120.3852,22.5028,,2018/1/9 11:43,107201,0,50,830024
7751-UX,90,0,121,¡û,50,186745,2489366,120.3852,22.5028,,2018/1/9 11:44,107201,0,50,830024
7751-UX,90,0,121,¡û,50,186745,2489355,120.3852,22.5027,,2018/1/9 11:44,107201,11,50,830024
7751-UX,90,0,121,¡û,50,186756,2489366,120.3853,22.5028,,2018/1/9 11:45,107201,16,50,830024
7751-UX,90,2,121,¡û,50,186756,2489366,120.3853,22.5028,,2018/1/9 11:45,107201,0,50,830024
7751-UX,90,3,342,¡ø,50,186725,2489378,120.385,22.5029,,2018/1/9 11:46,107201,33,50,830024
7751-UX,90,2,288,¡ø,50,186704,2489389,120.3848,22.503,,2018/1/9 11:46,107201,24,50,830024
7751-UX,90,3,13,¡ù,70,186591,2489445,120.3837,22.5035,,2018/1/9 11:47,7974,137,70,830024
7751-UX,90,0,84,¡÷,60,186622,2489456,120.384,22.5036,,2018/1/9 11:48,604340,33,60,830024
7751-UX,90,0,84,¡÷,60,186612,2489456,120.3839,22.5036,,2018/1/9 11:48,604340,10,60,830024
7751-UX,90,0,84,¡÷,60,186612,2489456,120.3839,22.5036,,2018/1/9 11:49,604340,0,60,830024
7751-UX,90,0,97,¡÷,60,187034,2489443,120.388,22.5035,,2018/1/9 11:50,604340,165,60,830024
7751-UX,90,0,77,¡ù,50,187557,2489164,120.3931,22.501,,2018/1/9 11:52,318165,98,50,830024
7751-UX,90,0,77,¡ù,50,187557,2489164,120.3931,22.501,,2018/1/9 11:52,318165,0,50,830024
7751-UX,90,0,77,¡ù,50,187557,2489164,120.3931,22.501,,2018/1/9 11:53,318165,0,50,830024
7751-UX,90,0,77,¡ù,50,187557,2489164,120.3931,22.501,,2018/1/9 11:53,318165,0,50,830024
7751-UX,90,0,77,¡ù,50,187650,2489174,120.394,22.5011,,2018/1/9 11:54,318163,62,50,830024
7751-UX,90,0,169,¡û,70,187691,2489108,120.3944,22.5005,,2018/1/9 11:55,7974,84,70,830024
7751-UX,90,0,169,¡û,70,187691,2489108,120.3944,22.5005,,2018/1/9 11:56,7974,0,70,830024
7751-UX,90,0,264,¡ö,70,187598,2489086,120.3935,22.5003,,2018/1/9 11:57,7974,73,70,830024
7751-UX,90,1,264,¡ö,70,187609,2489086,120.3936,22.5003,,2018/1/9 11:57,7974,11,70,830024
7751-UX,90,0,264,¡ö,70,187609,2489086,120.3936,22.5003,,2018/1/9 11:58,7974,0,70,830024
7751-UX,90,0,130,¡û,60,187723,2489473,120.3947,22.5038,,2018/1/9 12:00,604340,61,60,830024
7751-UX,90,0,78,¡ù,70,187960,2489461,120.397,22.5037,,2018/1/9 12:01,7977,126,70,830024
7751-UX,90,0,238,¡ú,70,187931,2489849,120.3967,22.5072,,2018/1/9 12:23,7977,23,70,830024
7751-UX,90,0,238,¡ú,70,187931,2489849,120.3967,22.5072,,2018/1/9 12:23,7977,0,70,830024
7751-UX,90,2,264,¡ö,60,187704,2489805,120.3945,22.5068,,2018/1/9 12:24,604324,75,60,830024
7751-UX,90,0,52,¡ù,60,187263,2490062,120.3902,22.5091,,2018/1/9 12:27,607863,136,60,830024
7751-UX,90,1,52,¡ù,60,187252,2490073,120.3901,22.5092,,2018/1/9 12:27,607863,16,60,830024
7751-UX,90,0,52,¡ù,60,187252,2490073,120.3901,22.5092,,2018/1/9 12:28,607863,0,60,830024
7751-UX,90,2,52,¡ù,60,187252,2490073,120.3901,22.5092,,2018/1/9 12:28,607863,0,60,830024
7751-UX,90,0,230,¡ú,60,187025,2489886,120.3879,22.5075,,2018/1/9 12:29,604323,176,60,830024
7751-UX,90,0,230,¡ú,60,187025,2489886,120.3879,22.5075,,2018/1/9 12:30,604323,0,60,830024
7751-UX,90,0,242,¡ú,60,186778,2489710,120.3855,22.5059,,2018/1/9 12:31,607862,53,60,830024
7751-UX,90,0,242,¡ú,60,186778,2489710,120.3855,22.5059,,2018/1/9 12:31,607862,0,60,830024
7751-UX,90,0,242,¡ú,60,186778,2489710,120.3855,22.5059,,2018/1/9 12:32,607862,0,60,830024
7751-UX,90,0,242,¡ú,60,186778,2489710,120.3855,22.5059,,2018/1/9 12:32,607862,0,60,830024
7751-UX,90,0,242,¡ú,60,186778,2489710,120.3855,22.5059,,2018/1/9 12:33,607862,0,60,830024
7751-UX,90,0,242,¡ú,60,186778,2489710,120.3855,22.5059,,2018/1/9 12:33,607862,0,60,830024
7751-UX,90,0,242,¡ú,60,186778,2489710,120.3855,22.5059,,2018/1/9 12:34,607862,0,60,830024
7751-UX,90,2,242,¡ú,60,186778,2489710,120.3855,22.5059,,2018/1/9 12:34,607862,0,60,830024
7751-UX,90,0,41,¡ù,60,187263,2490062,120.3902,22.5091,,2018/1/9 12:36,607863,0,60,830024
7751-UX,90,1,41,¡ù,60,187263,2490073,120.3902,22.5092,,2018/1/9 12:36,607863,11,60,830024
7751-UX,90,0,41,¡ù,60,187252,2490073,120.3901,22.5092,,2018/1/9 12:37,607863,11,60,830024
7751-UX,90,1,134,¡û,60,187366,2490217,120.3912,22.5105,,2018/1/9 12:38,607863,55,60,830024
7751-UX,90,0,134,¡û,60,187366,2490228,120.3912,22.5106,,2018/1/9 12:38,607863,11,60,830024
7751-UX,90,0,219,¡ú,60,187366,2490228,120.3912,22.5106,,2018/1/9 12:39,607863,0,60,830024
7751-UX,90,0,32,¡ù,60,187449,2490393,120.392,22.5121,,2018/1/9 12:40,607863,39,60,830024
7751-UX,90,0,32,¡ù,60,187449,2490393,120.392,22.5121,,2018/1/9 12:40,607863,0,60,830024
7751-UX,90,0,310,¡ø,50,187388,2490493,120.3914,22.513,,2018/1/9 12:41,107179,75,50,830024
7751-UX,90,0,310,¡ø,50,187388,2490493,120.3914,22.513,,2018/1/9 12:42,107179,0,50,830024
7751-UX,90,0,310,¡ø,50,187398,2490493,120.3915,22.513,,2018/1/9 12:42,107179,10,50,830024
7751-UX,90,3,285,¡ø,50,187398,2490493,120.3915,22.513,,2018/1/9 12:43,107179,0,50,830024
7751-UX,90,3,348,¡ø,50,186461,2490154,120.3824,22.5099,,2018/1/9 12:46,107179,33,50,830024
7751-UX,90,2,352,¡ô,50,186450,2490176,120.3823,22.5101,,2018/1/9 12:47,107179,25,50,830024
7751-UX,90,1,347,¡ø,50,186461,2490154,120.3824,22.5099,,2018/1/9 12:47,107179,25,50,830024
7751-UX,90,1,347,¡ø,50,186461,2490143,120.3824,22.5098,,2018/1/9 12:48,107179,11,50,830024
7751-UX,90,2,104,¡û,50,186132,2490388,120.3792,22.512,,2018/1/9 12:51,318177,97,50,830024
7751-UX,90,2,72,¡ù,50,186143,2490388,120.3793,22.512,,2018/1/9 12:52,318177,11,50,830024
7751-UX,90,0,31,¡ù,60,185771,2490212,120.3757,22.5104,,2018/1/9 12:55,607855,177,60,830024
7751-UX,90,3,90,¡÷,60,185802,2490212,120.376,22.5104,,2018/1/9 12:55,607855,31,60,830024
7751-UX,90,1,90,¡÷,60,185771,2490212,120.3757,22.5104,,2018/1/9 12:56,607855,31,60,830024
7751-UX,90,1,90,¡÷,60,185761,2490223,120.3756,22.5105,,2018/1/9 12:56,607855,15,60,830024
7751-UX,90,0,90,¡÷,60,185751,2490223,120.3755,22.5105,,2018/1/9 12:57,607855,10,60,830024
7751-UX,90,0,90,¡÷,60,185761,2490223,120.3756,22.5105,,2018/1/9 12:57,607855,10,60,830024
7751-UX,90,0,90,¡÷,60,185761,2490223,120.3756,22.5105,,2018/1/9 12:58,607855,0,60,830024
7751-UX,90,0,161,¡û,60,185792,2490212,120.3759,22.5104,,2018/1/9 12:58,607855,33,60,830024
7751-UX,90,0,161,¡û,60,185792,2490212,120.3759,22.5104,,2018/1/9 12:59,607855,0,60,830024
7751-UX,90,2,294,¡ø,60,185782,2490234,120.3758,22.5106,,2018/1/9 13:00,607855,15,60,830024
7751-UX,90,0,276,¡ö,50,185153,2489916,120.3697,22.5077,,2018/1/9 13:02,364037,10,50,830024
7751-UX,90,0,276,¡ö,50,185153,2489916,120.3697,22.5077,,2018/1/9 13:03,364037,0,50,830024
7751-UX,90,0,276,¡ö,50,185163,2489916,120.3698,22.5077,,2018/1/9 13:03,364037,10,50,830024
7751-UX,90,0,194,¡ú,50,184996,2489352,120.3682,22.5026,,2018/1/9 13:07,107193,38,50,830024
7751-UX,90,0,194,¡ú,50,184996,2489352,120.3682,22.5026,,2018/1/9 13:08,107193,0,50,830024
7751-UX,90,2,349,¡ø,50,185006,2489340,120.3683,22.5025,,2018/1/9 13:08,107193,16,50,830024
7751-UX,90,1,70,¡ù,50,184956,2489595,120.3678,22.5048,,2018/1/9 13:09,107193,176,50,830024
7751-UX,90,0,140,¡û,50,185018,2489606,120.3684,22.5049,,2018/1/9 13:10,107193,33,50,830024
7751-UX,90,1,140,¡û,50,185018,2489606,120.3684,22.5049,,2018/1/9 13:11,107193,0,50,830024
7751-UX,90,1,314,¡ø,50,185018,2489606,120.3684,22.5049,,2018/1/9 13:11,107193,0,50,830024
7751-UX,90,3,306,¡ø,50,184966,2489595,120.3679,22.5048,,2018/1/9 13:12,107193,53,50,830024
7751-UX,90,1,224,¡ú,50,186056,2489347,120.3785,22.5026,,2018/1/9 13:16,356992,104,50,830024
7751-UX,90,1,224,¡ú,50,186056,2489347,120.3785,22.5026,,2018/1/9 13:16,356992,0,50,830024
7751-UX,90,0,224,¡ú,50,186056,2489347,120.3785,22.5026,,2018/1/9 13:17,356992,0,50,830024
7751-UX,90,0,224,¡ú,50,186066,2489347,120.3786,22.5026,,2018/1/9 13:17,356992,10,50,830024
7751-UX,90,3,37,¡ù,50,186066,2489336,120.3786,22.5025,,2018/1/9 13:18,356992,11,50,830024
7751-UX,90,0,98,¡÷,70,186427,2489412,120.3821,22.5032,,2018/1/9 13:19,7974,52,70,830024
7751-UX,90,0,98,¡÷,70,186437,2489412,120.3822,22.5032,,2018/1/9 13:20,7974,10,70,830024
7751-UX,90,0,255,¡ú,50,186467,2489224,120.3825,22.5015,,2018/1/9 13:21,107201,117,50,830024
7751-UX,90,0,255,¡ú,50,186467,2489224,120.3825,22.5015,,2018/1/9 13:21,107201,0,50,830024
7751-UX,90,0,255,¡ú,50,186467,2489224,120.3825,22.5015,,2018/1/9 13:22,107201,0,50,830024
7751-UX,90,3,213,¡ú,50,186457,2489224,120.3824,22.5015,,2018/1/9 13:22,107201,10,50,830024
7751-UX,90,2,180,¡õ,50,186457,2489224,120.3824,22.5015,,2018/1/9 13:23,107201,0,50,830024
7751-UX,90,0,180,¡õ,50,186457,2489224,120.3824,22.5015,,2018/1/9 13:23,107201,0,50,830024
7751-UX,90,1,232,¡ú,50,186457,2489224,120.3824,22.5015,,2018/1/9 13:24,107201,0,50,830024
7751-UX,90,0,63,¡ù,70,186580,2489245,120.3836,22.5017,,2018/1/9 13:25,7974,73,70,830024
7751-UX,90,0,209,¡ú,50,186570,2489157,120.3835,22.5009,,2018/1/9 13:26,357004,89,50,830024
7751-UX,90,1,209,¡ú,50,186570,2489157,120.3835,22.5009,,2018/1/9 13:26,357004,0,50,830024
7751-UX,90,1,209,¡ú,50,186580,2489157,120.3836,22.5009,,2018/1/9 13:27,357004,10,50,830024
7751-UX,90,0,354,¡ô,60,186333,2489069,120.3812,22.5001,,2018/1/9 13:29,604335,15,60,830024
7751-UX,90,0,276,¡ö,60,186650,2488791,120.3843,22.4976,,2018/1/9 13:32,604336,22,60,830024
7751-UX,90,1,275,¡ö,50,186661,2488802,120.3844,22.4977,,2018/1/9 13:32,107201,16,50,830024
7751-UX,90,2,206,¡ú,60,186609,2488791,120.3839,22.4976,,2018/1/9 13:33,604336,61,60,830024
7751-UX,90,0,242,¡ú,50,186641,2489057,120.3842,22.5,,2018/1/9 13:35,107201,31,50,830024
7751-UX,90,1,215,¡ú,50,186641,2489046,120.3842,22.4999,,2018/1/9 13:36,107201,11,50,830024
7751-UX,90,1,215,¡ú,50,186641,2489046,120.3842,22.4999,,2018/1/9 13:36,107201,0,50,830024
7751-UX,90,1,215,¡ú,50,186641,2489046,120.3842,22.4999,,2018/1/9 13:37,107201,0,50,830024
7751-UX,90,0,206,¡ú,50,187193,2488191,120.3896,22.4922,,2018/1/9 13:41,107213,49,50,830024
7751-UX,90,0,206,¡ú,50,187193,2488191,120.3896,22.4922,,2018/1/9 13:41,107213,0,50,830024
7751-UX,90,0,206,¡ú,50,187193,2488191,120.3896,22.4922,,2018/1/9 13:42,107213,0,50,830024
7751-UX,90,2,206,¡ú,50,187193,2488191,120.3896,22.4922,,2018/1/9 13:42,107213,0,50,830024
7751-UX,90,0,167,¡û,50,187192,2487859,120.3896,22.4892,,2018/1/9 13:44,107214,47,50,830024
7751-UX,90,3,165,¡û,50,187192,2487859,120.3896,22.4892,,2018/1/9 13:44,107214,0,50,830024
7751-UX,90,0,165,¡û,50,187192,2487848,120.3896,22.4891,,2018/1/9 13:45,107214,11,50,830024
7751-UX,90,0,165,¡û,50,187192,2487848,120.3896,22.4891,,2018/1/9 13:45,107214,0,50,830024
7751-UX,90,0,113,¡û,60,187573,2487912,120.3933,22.4897,,2018/1/9 13:47,604330,156,60,830024
7751-UX,90,0,113,¡û,60,187573,2487901,120.3933,22.4896,,2018/1/9 13:47,604330,11,60,830024
7751-UX,90,0,109,¡û,60,187665,2487868,120.3942,22.4893,,2018/1/9 13:48,604330,98,60,830024
7751-UX,90,0,109,¡û,60,187665,2487868,120.3942,22.4893,,2018/1/9 13:48,604330,0,60,830024
7751-UX,90,0,109,¡û,60,187665,2487879,120.3942,22.4894,,2018/1/9 13:49,604330,11,60,830024
7751-UX,90,1,109,¡û,60,187676,2487879,120.3943,22.4894,,2018/1/9 13:49,604330,11,60,830024
