°_ÂI,½n«×,¸g«×,¨´ÂI,½n«×,¸g«×,¶ZÂ÷,®É¶¡
0,22.501264000000003,120.397632,66,22.497044827586212,120.41501379310344,2.0 km,4 mins
0,22.501264000000003,120.397632,67,22.51012962962963,120.37526543209877,3.2 km,7 mins
0,22.501264000000003,120.397632,68,22.497920833333332,120.37595,3.1 km,6 mins
0,22.501264000000003,120.397632,69,22.510571764705887,120.39401647058823,1.3 km,5 mins
0,22.501264000000003,120.397632,70,22.5049921875,120.386653125,2.0 km,5 mins
0,22.501264000000003,120.397632,71,22.48709756097561,120.39868292682928,1.8 km,4 mins
0,22.501264000000003,120.397632,72,22.507578125,120.39134375,1.3 km,5 mins
0,22.501264000000003,120.397632,73,22.4956,120.38036046511627,2.4 km,6 mins
0,22.501264000000003,120.397632,74,22.51563333333333,120.39493546099293,2.0 km,4 mins
0,22.501264000000003,120.397632,75,22.489713414634146,120.39205365853658,2.0 km,5 mins
0,22.501264000000003,120.397632,76,22.502016129032253,120.40342258064516,1.0 km,3 mins
0,22.501264000000003,120.397632,77,22.517390909090906,120.41090909090909,3.3 km,7 mins
0,22.501264000000003,120.397632,78,22.51936153846154,120.4000576923077,2.4 km,5 mins
0,22.501264000000003,120.397632,79,22.509044444444445,120.39451851851852,1.1 km,4 mins
0,22.501264000000003,120.397632,80,22.50705681818182,120.38671818181818,2.5 km,5 mins
0,22.501264000000003,120.397632,81,22.48597741935484,120.39337096774193,2.0 km,5 mins
0,22.501264000000003,120.397632,82,22.499914999999998,120.3903825,0.9 km,2 mins
0,22.501264000000003,120.397632,83,22.518487234042553,120.3934680851064,2.7 km,6 mins
0,22.501264000000003,120.397632,84,22.513334042553197,120.40190425531915,2.0 km,4 mins
0,22.501264000000003,120.397632,85,22.48659142857143,120.40897142857143,2.7 km,5 mins
0,22.501264000000003,120.397632,86,22.5218,120.41174285714285,3.8 km,7 mins
0,22.501264000000003,120.397632,87,22.477585294117645,120.41123529411765,3.7 km,8 mins
0,22.501264000000003,120.397632,88,22.478282142857147,120.40865714285714,3.7 km,8 mins
0,22.501264000000003,120.397632,89,22.497585542168675,120.40750240963855,1.3 km,3 mins
0,22.501264000000003,120.397632,90,22.493776190476193,120.3849904761905,2.1 km,5 mins
0,22.501264000000003,120.397632,91,22.50349297297297,120.39100810810812,1.1 km,4 mins
0,22.501264000000003,120.397632,92,22.49117857142857,120.39340952380951,1.7 km,3 mins
0,22.501264000000003,120.397632,93,22.49735375,120.38381000000001,1.9 km,5 mins
0,22.501264000000003,120.397632,94,22.50936166666667,120.36697,3.7 km,7 mins
0,22.501264000000003,120.397632,95,22.51853714285714,120.40553714285713,2.6 km,5 mins
0,22.501264000000003,120.397632,96,22.509623809523806,120.38049523809522,2.8 km,6 mins
0,22.501264000000003,120.397632,97,22.52558070175439,120.39805087719299,3.1 km,6 mins
0,22.501264000000003,120.397632,98,22.497825,120.39402916666668,0.8 km,2 mins
0,22.501264000000003,120.397632,99,22.50816739130435,120.4021695652174,1.1 km,3 mins
0,22.501264000000003,120.397632,100,22.503764705882354,120.41334117647058,2.6 km,4 mins
0,22.501264000000003,120.397632,101,22.507430952380954,120.40545,2.0 km,4 mins
0,22.501264000000003,120.397632,102,22.505574545454547,120.38461636363635,2.2 km,5 mins
0,22.501264000000003,120.397632,103,22.50108404255319,120.38550851063829,1.4 km,3 mins
0,22.501264000000003,120.397632,104,22.478728571428565,120.40482142857141,3.2 km,7 mins
0,22.501264000000003,120.397632,105,22.532326315789472,120.39961403508772,3.7 km,8 mins
0,22.501264000000003,120.397632,106,22.509214285714286,120.38928775510205,2.4 km,5 mins
0,22.501264000000003,120.397632,107,22.50435,120.3752,2.9 km,6 mins
0,22.501264000000003,120.397632,108,22.504537735849052,120.38935943396228,1.9 km,4 mins
0,22.501264000000003,120.397632,109,22.504073880597016,120.39309402985073,0.8 km,4 mins
0,22.501264000000003,120.397632,110,22.50564809160305,120.38990610687023,2.1 km,5 mins
0,22.501264000000003,120.397632,111,22.504603125,120.39583125,0.6 km,2 mins
0,22.501264000000003,120.397632,112,22.47928085106383,120.41028723404257,3.4 km,7 mins
0,22.501264000000003,120.397632,113,22.501308620689656,120.39971551724138,0.2 km,1 min
0,22.501264000000003,120.397632,114,22.5274,120.3791,5.5 km,14 mins
0,22.501264000000003,120.397632,115,22.514591489361703,120.38876595744681,2.8 km,6 mins
0,22.501264000000003,120.397632,116,22.50316734693877,120.36818979591835,3.8 km,8 mins
0,22.501264000000003,120.397632,117,22.52768666666667,120.40142166666666,3.4 km,6 mins
0,22.501264000000003,120.397632,118,22.506218134715027,120.397396373057,0.9 km,2 mins
0,22.501264000000003,120.397632,119,22.49659677419355,120.37887741935484,2.5 km,6 mins
0,22.501264000000003,120.397632,120,22.534545,120.40441499999999,4.2 km,7 mins
0,22.501264000000003,120.397632,121,22.48343548387097,120.41013870967743,3.1 km,6 mins
0,22.501264000000003,120.397632,122,22.50584558823529,120.36894558823528,3.5 km,7 mins
0,22.501264000000003,120.397632,123,22.48868253968254,120.39833174603174,1.7 km,4 mins
0,22.501264000000003,120.397632,124,22.506671052631575,120.39297894736843,1.1 km,4 mins
0,22.501264000000003,120.397632,125,22.482718181818186,120.40238181818182,2.5 km,6 mins
0,22.501264000000003,120.397632,126,22.502742857142852,120.37896,2.3 km,5 mins
0,22.501264000000003,120.397632,127,22.502642253521127,120.39851830985916,0.2 km,1 min
0,22.501264000000003,120.397632,128,22.502130612244898,120.38020612244898,2.2 km,5 mins
0,22.501264000000003,120.397632,129,22.52355263157895,120.39753859649124,2.8 km,6 mins
0,22.501264000000003,120.397632,130,22.51187424242424,120.39494393939394,1.6 km,4 mins
0,22.501264000000003,120.397632,131,22.51360363636364,120.40604363636363,2.1 km,5 mins
0,22.501264000000003,120.397632,132,22.501929411764703,120.38743921568629,1.5 km,3 mins
0,22.501264000000003,120.397632,133,22.501892,120.383086,2.5 km,6 mins
0,22.501264000000003,120.397632,134,22.51057575757576,120.39102121212122,2.1 km,4 mins
0,22.501264000000003,120.397632,135,22.53295,120.4146,4.9 km,8 mins
0,22.501264000000003,120.397632,136,22.510231292517005,120.39260068027212,2.0 km,5 mins
0,22.501264000000003,120.397632,137,22.503625423728813,120.39500847457629,0.6 km,2 mins
0,22.501264000000003,120.397632,138,22.508772277227727,120.39043564356436,2.3 km,5 mins
0,22.501264000000003,120.397632,139,22.50194864864865,120.37080270270269,3.4 km,7 mins
0,22.501264000000003,120.397632,140,22.486729230769228,120.39682923076923,1.8 km,4 mins
0,22.501264000000003,120.397632,141,22.50916727272727,120.37408363636364,3.4 km,8 mins
0,22.501264000000003,120.397632,142,22.529895744680854,120.39874042553193,3.4 km,7 mins
0,22.501264000000003,120.397632,143,22.52707804878049,120.39778048780487,3.0 km,6 mins
0,22.501264000000003,120.397632,144,22.498301694915252,120.38172203389831,2.0 km,4 mins
0,22.501264000000003,120.397632,145,22.507904347826084,120.38798985507246,2.6 km,5 mins
0,22.501264000000003,120.397632,146,22.506556790123454,120.3909901234568,1.3 km,5 mins
0,22.501264000000003,120.397632,147,22.488042307692307,120.39101153846156,2.3 km,7 mins
0,22.501264000000003,120.397632,148,22.49291428571428,120.38961428571429,2.1 km,4 mins
0,22.501264000000003,120.397632,149,22.49671333333333,120.38647333333333,1.5 km,4 mins
0,22.501264000000003,120.397632,150,22.52351212121212,120.40777878787878,3.9 km,7 mins
0,22.501264000000003,120.397632,151,22.488375342465755,120.3949506849315,1.7 km,4 mins
0,22.501264000000003,120.397632,152,22.507322,120.385302,2.7 km,6 mins
0,22.501264000000003,120.397632,153,22.50222222222223,120.40179111111112,0.9 km,2 mins
0,22.501264000000003,120.397632,154,22.512138095238093,120.38018095238097,3.2 km,7 mins
0,22.501264000000003,120.397632,155,22.499942307692308,120.404,0.7 km,2 mins
0,22.501264000000003,120.397632,156,22.512705357142853,120.39324464285713,1.7 km,4 mins
0,22.501264000000003,120.397632,157,22.512757142857147,120.40295357142857,1.7 km,4 mins
0,22.501264000000003,120.397632,158,22.508795744680853,120.4005829787234,1.3 km,3 mins
0,22.501264000000003,120.397632,159,22.503222972972974,120.38876756756756,1.7 km,4 mins
0,22.501264000000003,120.397632,160,22.507145901639344,120.39665983606555,0.7 km,2 mins
0,22.501264000000003,120.397632,161,22.486360493827164,120.3984,1.9 km,4 mins
0,22.501264000000003,120.397632,162,22.499329411764702,120.4141529411765,2.2 km,4 mins
0,22.501264000000003,120.397632,163,22.524931944444447,120.39640416666668,2.8 km,6 mins
0,22.501264000000003,120.397632,164,22.505294117647058,120.4001470588235,0.7 km,2 mins
0,22.501264000000003,120.397632,165,22.50055806451613,120.3815661290323,2.3 km,5 mins
0,22.501264000000003,120.397632,166,22.51076857142857,120.38682,2.5 km,6 mins
0,22.501264000000003,120.397632,167,22.508612,120.36444399999999,4.0 km,8 mins
0,22.501264000000003,120.397632,168,22.4942,120.39374,1.2 km,3 mins
0,22.501264000000003,120.397632,169,22.50312985074627,120.39756865671642,0.5 km,3 mins
0,22.501264000000003,120.397632,170,22.52673333333333,120.4072,3.5 km,6 mins
0,22.501264000000003,120.397632,171,22.508606976744183,120.3925988372093,1.4 km,5 mins
0,22.501264000000003,120.397632,172,22.507586868686868,120.38961212121212,1.5 km,5 mins
0,22.501264000000003,120.397632,173,22.500411111111113,120.3764,2.8 km,5 mins
0,22.501264000000003,120.397632,174,22.502957692307685,120.40595,1.5 km,4 mins
0,22.501264000000003,120.397632,175,22.496623529411764,120.38440588235294,1.7 km,3 mins
0,22.501264000000003,120.397632,176,22.527342168674696,120.39912048192772,3.3 km,6 mins
0,22.501264000000003,120.397632,177,22.504428125,120.379384375,2.3 km,5 mins
0,22.501264000000003,120.397632,178,22.53551833333333,120.40086666666667,4.1 km,9 mins
0,22.501264000000003,120.397632,179,22.5232,120.389,2.9 km,6 mins
0,22.501264000000003,120.397632,180,22.505910638297877,120.39528297872342,1.0 km,3 mins
0,22.501264000000003,120.397632,181,22.51988181818182,120.39652272727272,2.2 km,4 mins
0,22.501264000000003,120.397632,182,22.513102631578953,120.38306578947369,3.1 km,7 mins
0,22.501264000000003,120.397632,183,22.49026111111111,120.39714444444445,1.3 km,2 mins
0,22.501264000000003,120.397632,184,22.511437777777783,120.39094222222221,2.0 km,5 mins
0,22.501264000000003,120.397632,185,22.50393111111111,120.38273555555556,1.9 km,4 mins
0,22.501264000000003,120.397632,186,22.499096875,120.3856375,1.4 km,3 mins
0,22.501264000000003,120.397632,187,22.508329999999997,120.3784825,2.7 km,5 mins
0,22.501264000000003,120.397632,188,22.51302368421053,120.4050447368421,1.9 km,4 mins
0,22.501264000000003,120.397632,189,22.494022857142852,120.38309428571431,2.0 km,4 mins
0,22.501264000000003,120.397632,190,22.484744,120.40126799999999,2.3 km,5 mins
0,22.501264000000003,120.397632,191,22.507867647058827,120.36838235294118,3.5 km,6 mins
0,22.501264000000003,120.397632,192,22.481488235294112,120.41107647058823,3.3 km,7 mins
1,22.50686811594203,120.38849275362318,2,22.48601,120.40061499999999,4.0 km,9 mins
1,22.50686811594203,120.38849275362318,3,22.5221625,120.40636041666669,3.4 km,7 mins
1,22.50686811594203,120.38849275362318,4,22.50768181818182,120.36973636363636,2.6 km,6 mins
1,22.50686811594203,120.38849275362318,5,22.50383028169014,120.39701901408449,1.4 km,5 mins
1,22.50686811594203,120.38849275362318,6,22.49583731343284,120.3834014925373,1.5 km,5 mins
1,22.50686811594203,120.38849275362318,7,22.525743421052628,120.40042894736843,3.0 km,7 mins
1,22.50686811594203,120.38849275362318,8,22.507513812154695,120.41205359116022,3.6 km,8 mins
1,22.50686811594203,120.38849275362318,9,22.513389427312774,120.39501233480176,1.1 km,3 mins
1,22.50686811594203,120.38849275362318,10,22.489835227272724,120.3884443181818,2.9 km,8 mins
1,22.50686811594203,120.38849275362318,11,22.478141463414637,120.41298536585366,6.0 km,12 mins
1,22.50686811594203,120.38849275362318,12,22.503490666666664,120.38614266666669,0.7 km,2 mins
1,22.50686811594203,120.38849275362318,13,22.50190909090909,120.4068909090909,3.3 km,7 mins
1,22.50686811594203,120.38849275362318,14,22.488858426966292,120.39622022471909,3.4 km,7 mins
1,22.50686811594203,120.38849275362318,15,22.508431343283586,120.37648208955223,2.0 km,5 mins
1,22.50686811594203,120.38849275362318,16,22.519666666666666,120.38798,1.8 km,5 mins
1,22.50686811594203,120.38849275362318,17,22.510152873563214,120.40131379310344,2.3 km,6 mins
1,22.50686811594203,120.38849275362318,18,22.50502916666667,120.39163055555555,0.6 km,2 mins
1,22.50686811594203,120.38849275362318,19,22.507326041666666,120.394771875,0.8 km,3 mins
1,22.50686811594203,120.38849275362318,20,22.530392452830192,120.40138113207549,3.4 km,8 mins
1,22.50686811594203,120.38849275362318,21,22.499905504587158,120.38004311926605,1.6 km,5 mins
1,22.50686811594203,120.38849275362318,22,22.512543046357614,120.39180397350994,0.8 km,3 mins
1,22.50686811594203,120.38849275362318,23,22.50091089108911,120.39310594059404,1.1 km,4 mins
1,22.50686811594203,120.38849275362318,24,22.495532258064518,120.39883225806452,2.8 km,6 mins
1,22.50686811594203,120.38849275362318,25,22.4936,120.41501923076923,4.3 km,8 mins
1,22.50686811594203,120.38849275362318,26,22.482,120.40846388888887,4.9 km,10 mins
1,22.50686811594203,120.38849275362318,27,22.52233870967742,120.39768064516129,2.3 km,6 mins
1,22.50686811594203,120.38849275362318,28,22.53172857142857,120.41095714285713,4.8 km,10 mins
1,22.50686811594203,120.38849275362318,29,22.515981395348838,120.40590697674419,2.6 km,6 mins
1,22.50686811594203,120.38849275362318,30,22.50415614035088,120.40248596491229,2.9 km,7 mins
1,22.50686811594203,120.38849275362318,31,22.53373333333333,120.40142083333332,3.8 km,9 mins
1,22.50686811594203,120.38849275362318,32,22.514247222222217,120.38258333333332,1.3 km,3 mins
1,22.50686811594203,120.38849275362318,33,22.50464054054054,120.36769324324324,2.6 km,6 mins
1,22.50686811594203,120.38849275362318,34,22.509552272727277,120.39108068181818,0.5 km,2 mins
1,22.50686811594203,120.38849275362318,35,22.48325061728395,120.39806296296295,4.1 km,10 mins
1,22.50686811594203,120.38849275362318,36,22.500876470588235,120.37320882352941,2.2 km,5 mins
1,22.50686811594203,120.38849275362318,37,22.48953043478261,120.39404260869566,2.8 km,7 mins
1,22.50686811594203,120.38849275362318,38,22.50384666666667,120.38062166666668,1.1 km,3 mins
1,22.50686811594203,120.38849275362318,39,22.500235106382977,120.38718723404257,1.1 km,4 mins
1,22.50686811594203,120.38849275362318,40,22.5288275,120.39824499999999,3.1 km,8 mins
1,22.50686811594203,120.38849275362318,41,22.50345303030303,120.39957878787878,2.5 km,6 mins
1,22.50686811594203,120.38849275362318,42,22.49896790123457,120.40645555555555,2.9 km,6 mins
1,22.50686811594203,120.38849275362318,43,22.51256333333333,120.3875,0.8 km,2 mins
1,22.50686811594203,120.38849275362318,44,22.52711935483871,120.39568387096773,3.1 km,8 mins
1,22.50686811594203,120.38849275362318,45,22.501993243243238,120.38973108108108,0.9 km,3 mins
1,22.50686811594203,120.38849275362318,46,22.52354893617021,120.39146170212764,2.4 km,5 mins
1,22.50686811594203,120.38849275362318,47,22.508796666666665,120.39610333333331,1.7 km,4 mins
1,22.50686811594203,120.38849275362318,48,22.517294444444445,120.39548611111113,2.2 km,6 mins
1,22.50686811594203,120.38849275362318,49,22.508111111111113,120.36582222222222,2.8 km,6 mins
1,22.50686811594203,120.38849275362318,50,22.5051525,120.397425,2.6 km,6 mins
1,22.50686811594203,120.38849275362318,51,22.50069633027523,120.39756513761469,2.1 km,5 mins
1,22.50686811594203,120.38849275362318,52,22.532973584905662,120.39753396226416,3.8 km,10 mins
1,22.50686811594203,120.38849275362318,53,22.520535064935064,120.40563896103895,3.0 km,7 mins
1,22.50686811594203,120.38849275362318,54,22.502841025641022,120.39413076923077,1.1 km,4 mins
1,22.50686811594203,120.38849275362318,55,22.49993035714286,120.38381428571428,1.4 km,5 mins
1,22.50686811594203,120.38849275362318,56,22.484710975609755,120.3971231707317,4.0 km,9 mins
1,22.50686811594203,120.38849275362318,57,22.510693103448283,120.40478965517241,2.5 km,6 mins
1,22.50686811594203,120.38849275362318,58,22.50340743801653,120.38433471074379,1.0 km,3 mins
1,22.50686811594203,120.38849275362318,59,22.52241935483871,120.38698064516129,2.8 km,6 mins
1,22.50686811594203,120.38849275362318,60,22.527132142857145,120.41031071428571,4.2 km,9 mins
1,22.50686811594203,120.38849275362318,61,22.50514736842105,120.37129824561406,2.0 km,5 mins
1,22.50686811594203,120.38849275362318,62,22.495528571428565,120.38896428571428,1.8 km,5 mins
1,22.50686811594203,120.38849275362318,63,22.48765,120.40488125,4.1 km,8 mins
1,22.50686811594203,120.38849275362318,64,22.51207,120.37868,1.7 km,5 mins
1,22.50686811594203,120.38849275362318,65,22.508175,120.40371499999999,2.8 km,7 mins
1,22.50686811594203,120.38849275362318,66,22.497044827586212,120.41501379310344,3.9 km,7 mins
1,22.50686811594203,120.38849275362318,67,22.51012962962963,120.37526543209877,2.3 km,6 mins
1,22.50686811594203,120.38849275362318,68,22.497920833333332,120.37595,2.1 km,5 mins
1,22.50686811594203,120.38849275362318,69,22.510571764705887,120.39401647058823,0.9 km,4 mins
1,22.50686811594203,120.38849275362318,70,22.5049921875,120.386653125,0.3 km,2 mins
1,22.50686811594203,120.38849275362318,71,22.48709756097561,120.39868292682928,3.7 km,8 mins
1,22.50686811594203,120.38849275362318,72,22.507578125,120.39134375,0.4 km,1 min
1,22.50686811594203,120.38849275362318,73,22.4956,120.38036046511627,2.0 km,7 mins
1,22.50686811594203,120.38849275362318,74,22.51563333333333,120.39493546099293,1.7 km,4 mins
1,22.50686811594203,120.38849275362318,75,22.489713414634146,120.39205365853658,2.8 km,7 mins
1,22.50686811594203,120.38849275362318,76,22.502016129032253,120.40342258064516,3.0 km,6 mins
1,22.50686811594203,120.38849275362318,77,22.517390909090906,120.41090909090909,3.5 km,8 mins
1,22.50686811594203,120.38849275362318,78,22.51936153846154,120.4000576923077,2.3 km,6 mins
1,22.50686811594203,120.38849275362318,79,22.509044444444445,120.39451851851852,1.6 km,5 mins
1,22.50686811594203,120.38849275362318,80,22.50705681818182,120.38671818181818,0.4 km,2 mins
1,22.50686811594203,120.38849275362318,81,22.48597741935484,120.39337096774193,3.4 km,8 mins
1,22.50686811594203,120.38849275362318,82,22.499914999999998,120.3903825,1.6 km,5 mins
1,22.50686811594203,120.38849275362318,83,22.518487234042553,120.3934680851064,1.9 km,4 mins
1,22.50686811594203,120.38849275362318,84,22.513334042553197,120.40190425531915,1.8 km,5 mins
1,22.50686811594203,120.38849275362318,85,22.48659142857143,120.40897142857143,4.6 km,9 mins
1,22.50686811594203,120.38849275362318,86,22.5218,120.41174285714285,4.0 km,9 mins
1,22.50686811594203,120.38849275362318,87,22.477585294117645,120.41123529411765,5.8 km,12 mins
1,22.50686811594203,120.38849275362318,88,22.478282142857147,120.40865714285714,5.6 km,12 mins
1,22.50686811594203,120.38849275362318,89,22.497585542168675,120.40750240963855,3.2 km,7 mins
1,22.50686811594203,120.38849275362318,90,22.493776190476193,120.3849904761905,1.7 km,5 mins
1,22.50686811594203,120.38849275362318,91,22.50349297297297,120.39100810810812,0.7 km,3 mins
1,22.50686811594203,120.38849275362318,92,22.49117857142857,120.39340952380951,2.6 km,6 mins
1,22.50686811594203,120.38849275362318,93,22.49735375,120.38381000000001,1.7 km,5 mins
1,22.50686811594203,120.38849275362318,94,22.50936166666667,120.36697,2.7 km,6 mins
1,22.50686811594203,120.38849275362318,95,22.51853714285714,120.40553714285713,2.8 km,7 mins
1,22.50686811594203,120.38849275362318,96,22.509623809523806,120.38049523809522,1.6 km,4 mins
1,22.50686811594203,120.38849275362318,97,22.52558070175439,120.39805087719299,2.9 km,7 mins
1,22.50686811594203,120.38849275362318,98,22.497825,120.39402916666668,1.8 km,4 mins
1,22.50686811594203,120.38849275362318,99,22.50816739130435,120.4021695652174,2.7 km,7 mins
1,22.50686811594203,120.38849275362318,100,22.503764705882354,120.41334117647058,4.6 km,8 mins
1,22.50686811594203,120.38849275362318,101,22.507430952380954,120.40545,2.8 km,7 mins
1,22.50686811594203,120.38849275362318,102,22.505574545454547,120.38461636363635,0.5 km,2 mins
1,22.50686811594203,120.38849275362318,103,22.50108404255319,120.38550851063829,0.9 km,3 mins
1,22.50686811594203,120.38849275362318,104,22.478728571428565,120.40482142857141,5.1 km,11 mins
1,22.50686811594203,120.38849275362318,105,22.532326315789472,120.39961403508772,3.5 km,9 mins
1,22.50686811594203,120.38849275362318,106,22.509214285714286,120.38928775510205,0.4 km,2 mins
1,22.50686811594203,120.38849275362318,107,22.50435,120.3752,1.9 km,5 mins
1,22.50686811594203,120.38849275362318,108,22.504537735849052,120.38935943396228,0.6 km,2 mins
1,22.50686811594203,120.38849275362318,109,22.504073880597016,120.39309402985073,0.9 km,3 mins
1,22.50686811594203,120.38849275362318,110,22.50564809160305,120.38990610687023,0.3 km,1 min
1,22.50686811594203,120.38849275362318,111,22.504603125,120.39583125,1.4 km,5 mins
1,22.50686811594203,120.38849275362318,112,22.47928085106383,120.41028723404257,5.3 km,11 mins
1,22.50686811594203,120.38849275362318,113,22.501308620689656,120.39971551724138,2.3 km,6 mins
1,22.50686811594203,120.38849275362318,114,22.5274,120.3791,4.2 km,11 mins
1,22.50686811594203,120.38849275362318,115,22.514591489361703,120.38876595744681,1.1 km,4 mins
1,22.50686811594203,120.38849275362318,116,22.50316734693877,120.36818979591835,2.8 km,7 mins
1,22.50686811594203,120.38849275362318,117,22.52768666666667,120.40142166666666,3.2 km,7 mins
1,22.50686811594203,120.38849275362318,118,22.506218134715027,120.397396373057,1.2 km,5 mins
1,22.50686811594203,120.38849275362318,119,22.49659677419355,120.37887741935484,2.1 km,7 mins
1,22.50686811594203,120.38849275362318,120,22.534545,120.40441499999999,4.0 km,8 mins
1,22.50686811594203,120.38849275362318,121,22.48343548387097,120.41013870967743,5.0 km,10 mins
1,22.50686811594203,120.38849275362318,122,22.50584558823529,120.36894558823528,2.5 km,6 mins
