Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
7751-UX,90,0,29,↗,60,187335,2490172,120.3909,22.5101,,2018/1/3 上午 10:14:29,607863,25,60,830024
7751-UX,90,0,29,↗,60,187345,2490161,120.391,22.51,,2018/1/3 上午 10:14:59,607863,15,60,830024
7751-UX,90,2,94,→,60,187263,2490062,120.3902,22.5091,,2018/1/3 上午 10:16:00,607863,83,60,830024
7751-UX,90,0,39,↗,60,187273,2490062,120.3903,22.5091,,2018/1/3 上午 10:16:30,607863,11,60,830024
7751-UX,90,1,39,↗,60,187273,2490062,120.3903,22.5091,,2018/1/3 上午 10:17:00,607863,0,60,830024
8479-EW,90,0,177,↓,50,187695,2490049,120.3944,22.509,,2018/1/3 上午 10:17:33,318215,0,50,830024
8479-EW,90,0,177,↓,50,187695,2490049,120.3944,22.509,,2018/1/3 上午 10:18:04,318215,0,50,830024
7751-UX,90,1,73,↗,60,186644,2489633,120.3842,22.5052,,2018/1/3 上午 10:20:34,607862,24,60,830024
7751-UX,90,1,73,↗,60,186644,2489633,120.3842,22.5052,,2018/1/3 上午 10:21:04,607862,0,60,830024
7751-UX,90,1,280,←,50,186318,2490586,120.381,22.5138,,2018/1/3 上午 10:26:58,107179,0,50,830024
7751-UX,90,1,280,←,50,186318,2490586,120.381,22.5138,,2018/1/3 上午 10:27:28,107179,0,50,830024
7751-UX,90,2,176,↓,60,186193,2490033,120.3798,22.5088,,2018/1/3 上午 10:28:59,607861,147,60,830024
7751-UX,90,1,176,↓,60,186203,2490044,120.3799,22.5089,,2018/1/3 上午 10:29:29,607861,15,60,830024
7751-UX,90,1,332,↖,60,186193,2490055,120.3798,22.509,,2018/1/3 上午 10:29:59,607861,15,60,830024
7751-UX,90,0,73,↗,50,186184,2490421,120.3797,22.5123,,2018/1/3 上午 10:31:29,318177,0,50,830024
7751-UX,90,0,73,↗,50,186184,2490421,120.3797,22.5123,,2018/1/3 上午 10:31:59,318177,0,50,830024
7751-UX,90,0,69,↗,50,186215,2490432,120.38,22.5124,,2018/1/3 上午 10:35:03,107179,,50,830024
8479-EW,90,0,202,↙,70,188002,2489749,120.3974,22.5063,,2018/1/3 上午 10:36:55,7977,72,70,830024
8479-EW,90,0,236,↙,70,188002,2489749,120.3974,22.5063,,2018/1/3 上午 10:37:25,7977,0,70,830024
8479-EW,90,0,231,↙,70,188002,2489749,120.3974,22.5063,,2018/1/3 上午 10:37:55,7977,0,70,830024
8479-EW,90,0,231,↙,70,188002,2489749,120.3974,22.5063,,2018/1/3 上午 10:38:26,7977,0,70,830024
8479-EW,90,3,242,↙,70,187992,2489749,120.3973,22.5063,,2018/1/3 上午 10:38:56,7977,10,70,830024
7751-UX,90,2,313,↖,50,184629,2490006,120.3646,22.5085,,2018/1/3 上午 10:41:04,107182,0,50,830024
7751-UX,90,1,282,↖,50,184598,2490018,120.3643,22.5086,,2018/1/3 上午 10:41:34,107182,33,50,830024
7751-UX,90,1,274,←,50,184936,2489606,120.3676,22.5049,,2018/1/3 上午 10:45:01,333362,61,50,830024
7751-UX,90,2,262,←,50,184925,2489595,120.3675,22.5048,,2018/1/3 上午 10:45:31,333362,16,50,830024
7751-UX,90,2,260,←,50,184915,2489596,120.3674,22.5048,,2018/1/3 上午 10:46:01,333362,,50,830024
7751-UX,90,0,191,↓,50,185499,2489117,120.3731,22.5005,,2018/1/3 上午 10:49:32,107193,371,50,830024
7751-UX,90,0,191,↓,50,185499,2489117,120.3731,22.5005,,2018/1/3 上午 10:50:02,107193,0,50,830024
7751-UX,90,3,50,↗,50,186220,2489225,120.3801,22.5015,,2018/1/3 上午 10:52:32,356990,182,50,830024
7751-UX,90,1,50,↗,50,186220,2489236,120.3801,22.5016,,2018/1/3 上午 10:53:02,356990,11,50,830024
7751-UX,90,2,50,↗,50,186230,2489236,120.3802,22.5016,,2018/1/3 上午 10:53:32,356990,10,50,830024
7751-UX,90,0,165,↘,60,186354,2489158,120.3814,22.5009,,2018/1/3 上午 10:54:32,604335,59,60,830024
7751-UX,90,0,106,↘,70,186221,2489435,120.3801,22.5034,,2018/1/3 上午 10:56:32,7973,124,70,830024
7751-UX,90,0,106,↘,70,186221,2489435,120.3801,22.5034,,2018/1/3 上午 10:57:02,7973,0,70,830024
7751-UX,90,0,224,↙,50,186506,2488659,120.3829,22.4964,,2018/1/3 上午 10:59:33,107210,0,50,830024
7751-UX,90,2,224,↙,50,186506,2488659,120.3829,22.4964,,2018/1/3 上午 11:00:03,107210,0,50,830024
7751-UX,90,1,117,↘,50,186568,2488725,120.3835,22.497,,2018/1/3 上午 11:05:11,107210,10,50,830024
7751-UX,90,0,117,↘,50,186568,2488725,120.3835,22.497,,2018/1/3 上午 11:05:41,107210,0,50,830024
7751-UX,90,2,48,↗,50,186631,2488968,120.3841,22.4992,,2018/1/3 上午 11:09:41,107201,174,50,830024
7751-UX,90,0,226,↙,50,186610,2488968,120.3839,22.4992,,2018/1/3 上午 11:10:41,107201,0,50,830024
7751-UX,90,0,226,↙,50,186610,2488968,120.3839,22.4992,,2018/1/3 上午 11:11:12,107201,0,50,830024
7751-UX,90,1,26,↗,70,186796,2489134,120.3857,22.5007,,2018/1/3 上午 11:15:18,7974,76,70,830024
7751-UX,90,0,158,↘,70,186775,2489112,120.3855,22.5005,,2018/1/3 上午 11:15:48,7974,30,70,830024
7751-UX,90,1,158,↘,70,186775,2489123,120.3855,22.5006,,2018/1/3 上午 11:16:18,7974,11,70,830024
7751-UX,90,0,158,↘,70,186775,2489123,120.3855,22.5006,,2018/1/3 上午 11:16:48,7974,0,70,830024
7751-UX,90,1,158,↘,70,186775,2489112,120.3855,22.5005,,2018/1/3 上午 11:17:18,7974,11,70,830024
7751-UX,90,0,158,↘,70,186786,2489123,120.3856,22.5006,,2018/1/3 上午 11:17:48,7974,16,70,830024
7751-UX,90,1,158,↘,70,186786,2489123,120.3856,22.5006,,2018/1/3 上午 11:18:18,7974,0,70,830024
7751-UX,90,0,158,↘,70,186786,2489123,120.3856,22.5006,,2018/1/3 上午 11:18:48,7974,0,70,830024
7751-UX,90,0,280,←,70,186734,2489156,120.3851,22.5009,,2018/1/3 上午 11:19:18,7974,62,70,830024
7751-UX,90,0,114,↘,70,186847,2489089,120.3862,22.5003,,2018/1/3 上午 11:20:18,7974,126,70,830024
7751-UX,90,1,264,←,70,187238,2489054,120.39,22.5,,2018/1/3 上午 11:22:18,7974,21,70,830024
7751-UX,90,0,264,←,70,187238,2489054,120.39,22.5,,2018/1/3 上午 11:22:48,7974,0,70,830024
7751-UX,90,0,264,←,70,187238,2489043,120.39,22.4999,,2018/1/3 上午 11:23:18,7974,11,70,830024
7751-UX,90,0,278,←,70,186950,2489078,120.3872,22.5002,,2018/1/3 上午 11:24:49,7974,0,70,830024
7751-UX,90,1,278,←,70,186940,2489067,120.3871,22.5001,,2018/1/3 上午 11:25:19,7974,15,70,830024
7751-UX,90,0,278,←,70,186940,2489067,120.3871,22.5001,,2018/1/3 上午 11:25:49,7974,0,70,830024
7751-UX,90,0,278,←,70,186940,2489067,120.3871,22.5001,,2018/1/3 上午 11:26:19,7974,0,70,830024
7751-UX,90,0,278,←,70,186940,2489067,120.3871,22.5001,,2018/1/3 上午 11:26:49,7974,0,70,830024
7751-UX,90,0,278,←,70,186940,2489067,120.3871,22.5001,,2018/1/3 上午 11:27:19,7974,0,70,830024
7751-UX,90,0,278,←,70,186940,2489067,120.3871,22.5001,,2018/1/3 上午 11:27:49,7974,0,70,830024
7751-UX,90,0,278,←,70,186950,2489067,120.3872,22.5001,,2018/1/3 上午 11:28:19,7974,10,70,830024
7751-UX,90,2,83,→,60,186591,2489456,120.3837,22.5036,,2018/1/3 上午 11:29:49,604340,,60,830024
7751-UX,90,0,106,↘,60,186602,2489456,120.3838,22.5036,,2018/1/3 上午 11:30:19,604340,0,60,830024
7751-UX,90,1,106,↘,60,186591,2489456,120.3837,22.5036,,2018/1/3 上午 11:30:49,604340,11,60,830024
7751-UX,90,0,90,→,60,186931,2489465,120.387,22.5037,,2018/1/3 上午 11:32:06,604340,113,60,830024
7751-UX,90,0,209,↙,50,187208,2489298,120.3897,22.5022,,2018/1/3 上午 11:34:06,107201,,50,830024
7751-UX,90,0,209,↙,50,187208,2489298,120.3897,22.5022,,2018/1/3 上午 11:34:36,107201,0,50,830024
7751-UX,90,2,211,↙,50,187137,2489531,120.389,22.5043,,2018/1/3 上午 11:38:50,107179,84,50,830024
7751-UX,90,0,82,→,50,187168,2489531,120.3893,22.5043,,2018/1/3 上午 11:39:20,333360,10,50,830024
7751-UX,90,0,82,→,50,187168,2489531,120.3893,22.5043,,2018/1/3 上午 11:39:50,333360,,50,830024
7751-UX,90,1,279,←,50,187168,2489675,120.3893,22.5056,,2018/1/3 上午 11:40:50,107179,56,50,830024
7751-UX,90,1,208,↙,50,187168,2489653,120.3893,22.5054,,2018/1/3 上午 11:41:20,107179,0,50,830024
7751-UX,90,2,208,↙,50,187179,2489641,120.3894,22.5053,,2018/1/3 上午 11:41:50,333360,16,50,830024
7751-UX,90,0,27,↗,50,187096,2489586,120.3886,22.5048,,2018/1/3 上午 11:43:48,107179,144,50,830024
7751-UX,90,0,27,↗,50,187086,2489586,120.3885,22.5048,,2018/1/3 上午 11:44:18,107179,10,50,830024
7751-UX,90,0,27,↗,50,187086,2489586,120.3885,22.5048,,2018/1/3 上午 11:44:48,107179,0,50,830024
7751-UX,90,0,27,↗,50,187076,2489587,120.3884,22.5048,,2018/1/3 上午 11:45:18,364039,10,50,830024
7751-UX,90,2,27,↗,50,187075,2489575,120.3884,22.5047,,2018/1/3 上午 11:45:48,364039,12,50,830024
7751-UX,90,1,201,↙,50,187250,2489486,120.3901,22.5039,,2018/1/3 上午 11:47:18,107179,133,50,830024
7751-UX,90,2,201,↙,50,187250,2489464,120.3901,22.5037,,2018/1/3 上午 11:47:49,107179,22,50,830024
7751-UX,90,1,201,↙,50,187260,2489464,120.3902,22.5037,,2018/1/3 上午 11:48:19,107179,10,50,830024
7751-UX,90,1,201,↙,50,187271,2489464,120.3903,22.5037,,2018/1/3 上午 11:48:49,107179,11,50,830024
7751-UX,90,0,201,↙,50,187271,2489464,120.3903,22.5037,,2018/1/3 上午 11:49:19,107179,0,50,830024
7751-UX,90,0,201,↙,50,187271,2489464,120.3903,22.5037,,2018/1/3 上午 11:49:49,107179,0,50,830024
7751-UX,90,1,100,→,50,187466,2489352,120.3922,22.5027,,2018/1/3 上午 11:51:19,318165,10,50,830024
7751-UX,90,0,92,→,50,187476,2489363,120.3923,22.5028,,2018/1/3 上午 11:51:50,318165,15,50,830024
7751-UX,90,1,70,↗,70,187557,2489131,120.3931,22.5007,,2018/1/3 上午 11:54:41,7974,0,70,830024
7751-UX,90,1,70,↗,70,187557,2489131,120.3931,22.5007,,2018/1/3 上午 11:55:11,7974,0,70,830024
7751-UX,90,1,352,↑,50,187630,2489407,120.3938,22.5032,,2018/1/3 上午 11:56:41,318163,33,50,830024
7751-UX,90,1,352,↑,50,187630,2489407,120.3938,22.5032,,2018/1/3 上午 11:57:11,318163,0,50,830024
7751-UX,90,2,68,↗,60,187919,2489450,120.3966,22.5036,,2018/1/3 上午 11:58:41,604340,144,60,830024
7751-UX,90,0,68,↗,60,187929,2489461,120.3967,22.5037,,2018/1/3 上午 11:59:11,604340,15,60,830024
7751-UX,90,0,68,↗,60,187929,2489461,120.3967,22.5037,,2018/1/3 上午 11:59:41,604340,0,60,830024
7751-UX,90,0,68,↗,60,187929,2489461,120.3967,22.5037,,2018/1/3 下午 12:00:11,604340,0,60,830024
7751-UX,90,1,64,↗,70,187960,2489472,120.397,22.5038,,2018/1/3 下午 12:00:41,7977,33,70,830024
7751-UX,90,0,64,↗,70,187960,2489472,120.397,22.5038,,2018/1/3 下午 12:01:11,7977,0,70,830024
7751-UX,90,1,48,↗,70,187960,2489472,120.397,22.5038,,2018/1/3 下午 12:01:41,7977,0,70,830024
7751-UX,90,1,47,↗,70,187970,2489472,120.3971,22.5038,,2018/1/3 下午 12:02:11,7977,10,70,830024
7751-UX,90,1,135,↘,70,187960,2489461,120.397,22.5037,,2018/1/3 下午 12:02:41,7977,15,70,830024
7751-UX,90,0,62,↗,70,187991,2489483,120.3973,22.5039,,2018/1/3 下午 12:03:11,7977,38,70,830024
7751-UX,90,0,62,↗,70,187991,2489472,120.3973,22.5038,,2018/1/3 下午 12:03:42,7977,11,70,830024
7751-UX,90,0,44,↗,70,188002,2489738,120.3974,22.5062,,2018/1/3 下午 12:12:16,7977,41,70,830024
7751-UX,90,1,172,↓,70,188041,2489173,120.3978,22.5011,,2018/1/3 下午 12:14:46,7974,111,70,830024
7751-UX,90,0,90,→,60,187995,2488077,120.3974,22.4912,,2018/1/3 下午 12:16:46,604344,0,60,830024
7751-UX,90,0,287,↖,60,187615,2488067,120.3937,22.4911,,2018/1/3 下午 12:19:32,604332,315,60,830024
7751-UX,90,0,183,↓,50,187408,2487825,120.3917,22.4889,,2018/1/3 下午 12:21:02,363244,22,50,830024
7751-UX,90,1,20,↗,50,187408,2487847,120.3917,22.4891,,2018/1/3 下午 12:22:02,363244,0,50,830024
7751-UX,90,0,197,↙,50,187531,2487791,120.3929,22.4886,,2018/1/3 下午 12:24:02,107214,0,50,830024
7751-UX,90,0,197,↙,50,187531,2487791,120.3929,22.4886,,2018/1/3 下午 12:24:32,107214,0,50,830024
7751-UX,90,0,124,↘,50,187562,2487802,120.3932,22.4887,,2018/1/3 下午 12:29:31,363248,0,50,830024
7751-UX,90,0,124,↘,50,187562,2487802,120.3932,22.4887,,2018/1/3 下午 12:32:01,363248,0,50,830024
7751-UX,90,0,155,↘,50,187953,2487800,120.397,22.4887,,2018/1/3 下午 12:33:31,107219,105,50,830024
7751-UX,90,0,33,↗,50,187964,2487811,120.3971,22.4888,,2018/1/3 下午 12:34:01,107219,16,50,830024
7751-UX,90,0,91,→,50,188046,2487778,120.3979,22.4885,,2018/1/3 下午 12:35:31,107219,0,50,830024
7751-UX,90,0,91,→,50,188046,2487778,120.3979,22.4885,,2018/1/3 下午 12:36:01,107219,0,50,830024
7751-UX,90,0,5,↑,50,188086,2487645,120.3983,22.4873,,2018/1/3 下午 12:37:57,107219,93,50,830024
7751-UX,90,0,5,↑,50,188086,2487645,120.3983,22.4873,,2018/1/3 下午 12:38:27,107219,0,50,830024
7751-UX,90,0,37,↗,50,188772,2486679,120.405,22.4786,,2018/1/3 下午 12:42:20,363247,66,50,830024
7751-UX,90,1,37,↗,50,188772,2486679,120.405,22.4786,,2018/1/3 下午 12:42:50,363247,0,50,830024
7751-UX,90,0,37,↗,50,188772,2486679,120.405,22.4786,,2018/1/3 下午 12:43:20,363247,0,50,830024
7751-UX,90,0,37,↗,50,188772,2486667,120.405,22.4785,,2018/1/3 下午 12:43:50,363247,12,50,830024
7751-UX,90,0,37,↗,50,188772,2486679,120.405,22.4786,,2018/1/3 下午 12:44:20,363247,12,50,830024
7751-UX,90,0,301,↖,50,188875,2486678,120.406,22.4786,,2018/1/3 下午 12:45:50,107220,10,50,830024
7751-UX,90,0,301,↖,50,188875,2486678,120.406,22.4786,,2018/1/3 下午 12:46:20,107220,0,50,830024
7751-UX,90,0,207,↙,50,188885,2486656,120.4061,22.4784,,2018/1/3 下午 12:46:50,107220,0,50,830024
7751-UX,90,0,138,↘,50,188875,2486656,120.406,22.4784,,2018/1/3 下午 12:47:20,363247,10,50,830024
7751-UX,90,1,21,↗,50,189194,2486688,120.4091,22.4787,,2018/1/3 下午 12:50:35,107220,11,50,830024
7751-UX,90,1,21,↗,50,189194,2486677,120.4091,22.4786,,2018/1/3 下午 12:51:05,107220,11,50,830024
7751-UX,90,0,16,↗,50,189194,2486688,120.4091,22.4787,,2018/1/3 下午 12:51:58,107220,11,50,830024
7751-UX,90,0,95,→,50,189276,2486643,120.4099,22.4783,,2018/1/3 下午 12:53:28,107220,10,50,830024
7751-UX,90,0,95,→,50,189276,2486643,120.4099,22.4783,,2018/1/3 下午 12:53:58,107220,0,50,830024
7751-UX,90,0,217,↙,50,189267,2487053,120.4098,22.482,,2018/1/3 下午 12:55:29,318218,25,50,830024
7751-UX,90,1,201,↙,50,189267,2487042,120.4098,22.4819,,2018/1/3 下午 12:55:59,318218,11,50,830024
7751-UX,90,0,303,↖,60,189144,2487031,120.4086,22.4818,,2018/1/3 下午 12:56:59,604345,10,60,830024
7751-UX,90,0,300,↖,60,188117,2487545,120.3986,22.4864,,2018/1/3 下午 12:58:59,604342,220,60,830024
7751-UX,90,0,19,↗,60,187943,2487922,120.3969,22.4898,,2018/1/3 下午 12:59:59,604344,238,60,830024
7751-UX,90,0,352,↑,70,187886,2489085,120.3963,22.5003,,2018/1/3 下午 01:01:59,7974,220,70,830024
7751-UX,90,0,352,↑,70,187886,2489085,120.3963,22.5003,,2018/1/3 下午 01:02:29,7974,0,70,830024
7751-UX,90,0,352,↑,70,187887,2489129,120.3963,22.5007,,2018/1/3 下午 01:03:29,7974,44,70,830024
7751-UX,90,0,352,↑,70,187887,2489129,120.3963,22.5007,,2018/1/3 下午 01:03:59,7974,0,70,830024
7751-UX,90,0,352,↑,70,187887,2489129,120.3963,22.5007,,2018/1/3 下午 01:04:29,7974,0,70,830024
7751-UX,90,0,352,↑,70,187887,2489129,120.3963,22.5007,,2018/1/3 下午 01:04:59,7974,0,70,830024
7751-UX,90,1,158,↘,50,187703,2489617,120.3945,22.5051,,2018/1/3 下午 05:30:22,333364,0,50,830024
7751-UX,90,1,158,↘,50,187703,2489606,120.3945,22.505,,2018/1/3 下午 05:30:52,333364,11,50,830024
7751-UX,90,0,273,←,50,189017,2488770,120.4073,22.4975,,2018/1/5 上午 08:49:12,107380,0,50,830024
7751-UX,90,0,273,←,50,189017,2488770,120.4073,22.4975,,2018/1/5 上午 08:49:42,107380,0,50,830024
7751-UX,90,2,223,↙,70,189819,2488712,120.4151,22.497,,2018/1/5 上午 08:52:51,7971,206,70,830024
7751-UX,90,0,276,←,70,189809,2488723,120.415,22.4971,,2018/1/5 上午 08:53:51,7971,10,70,830024
7751-UX,90,0,276,←,70,189809,2488723,120.415,22.4971,,2018/1/5 上午 08:54:21,7971,0,70,830024
7751-UX,90,1,230,↙,50,189505,2489887,120.412,22.5076,,2018/1/5 上午 08:56:21,107380,166,50,830024
7751-UX,90,1,78,↗,50,189515,2489854,120.4121,22.5073,,2018/1/5 上午 08:56:51,107380,0,50,830024
7751-UX,90,0,154,↘,50,189515,2489843,120.4121,22.5072,,2018/1/5 上午 08:57:21,107380,11,50,830024
7751-UX,90,1,349,↖,50,189505,2489876,120.412,22.5075,,2018/1/5 上午 08:58:51,107380,34,50,830024
7751-UX,90,1,29,↗,60,188312,2490047,120.4004,22.509,,2018/1/5 上午 09:02:22,607858,11,60,830024
7751-UX,90,0,29,↗,60,188312,2490047,120.4004,22.509,,2018/1/5 上午 09:02:52,607858,0,60,830024
7751-UX,90,0,180,↓,50,188448,2490567,120.4017,22.5137,,2018/1/5 上午 09:04:52,107380,0,50,830024
7751-UX,90,1,180,↓,50,188448,2490567,120.4017,22.5137,,2018/1/5 上午 09:05:22,107380,0,50,830024
7751-UX,90,0,99,→,60,188787,2490499,120.405,22.5131,,2018/1/5 上午 09:09:08,604313,268,60,830024
7751-UX,90,0,84,→,50,189100,2491627,120.408,22.5233,,2018/1/5 上午 09:12:09,107173,0,50,830024
7751-UX,90,0,84,→,50,189100,2491627,120.408,22.5233,,2018/1/5 上午 09:12:39,107173,0,50,830024
