Column1,Column2,Column4
I4,91172210016810800000,下午 01:18:49
I4,91726790000210800000,下午 01:43:02
I4,97269510016510800000,下午 01:56:58
I4,20256790000070,下午 01:25:36
I4,2420290000016,下午 02:06:27
I4,5503822028017830000,下午 01:28:24
I4,5503722028017830000,下午 01:49:40
H4,94918810015810800000,下午 01:35:26
H4,98999783005910800000,下午 01:35:14
H4,70918322027917800000,下午 01:58:34
H4,70918122027917800000,下午 12:40:42
H4,15756710601828,下午 12:40:27
H4,15756610601828,下午 12:40:25
H4,21354610601718,下午 01:57:53
H4,4984640006518830000,下午 01:35:08
H4,4961540006518830000,下午 01:35:07
H4,4961440006518830000,下午 01:15:55
H4,70525922027917800000,下午 01:16:09
H4,70525722027917800000,下午 01:24:46
H4,70525622027917800000,下午 01:07:58
H4,70525522027917800000,下午 12:40:29
H4,6441483002400,下午 01:58:43
H4,91937583000810800000,下午 01:53:17
H4,90373683000717800000,下午 01:16:17
H4,92176183000610800000,下午 01:08:33
H4,80571010545118,下午 01:58:01
H4,93393383000010800000,下午 01:16:00
H4,57369280345118,上午 11:44:30
H4,57355480345118,下午 01:16:08
H4,57022580345117,下午 01:58:09
H4,15812510516718,下午 01:08:03
H4,15810810516718,下午 12:04:01
H4,90545140004410800000,下午 01:53:39
H4,16895922027078,下午 02:37:31
H4,16895922027078,下午 12:58:02
H4,16824422027018,下午 01:37:05
H4,35590380345117,下午 01:44:30
H4,35590280345117,下午 01:36:51
H4,35590080345117,上午 11:44:20
H4,35588080345117,下午 01:53:32
H4,35569980345117,下午 01:08:22
H4,21578610515616,下午 01:36:41
H4,35562780345117,下午 01:25:03
H4,35556280345117,下午 12:40:03
H4,35556180345117,下午 01:16:32
H4,35550580345117,下午 01:07:00
H4,35524180345117,下午 01:44:15
H4,35518780345117,下午 01:25:02
H4,35472480345117,下午 01:07:12
H4,35472180345117,下午 01:16:09
H4,25713480345116,下午 12:40:35
H4,3115880336910,下午 01:44:32
H4,15635180330416,下午 01:35:24
H4,589580312418,上午 11:44:38
H4,589480312418,上午 11:44:37
H4,94288822008610800000,下午 01:16:35
H4,4543980311018,下午 01:58:47
H4,71569010009118,下午 01:58:38
H4,16736610508018,下午 01:44:18
H4,10390510507318,下午 12:40:37
H4,62798610009118,下午 12:40:17
H4,6974380309618,下午 01:53:46
H4,12623380309317,下午 01:08:12
H4,12609680309317,上午 11:44:24
H4,12600680309317,下午 01:44:13
H4,12595480309317,下午 01:44:10
H4,12546480309317,下午 01:07:03
H4,12534680309317,下午 01:16:27
H4,12500480309317,下午 01:16:23
H4,12500380309317,下午 01:16:18
H4,12500280309317,下午 01:16:24
H4,12500180309317,下午 01:16:25
H4,12472080309317,下午 01:24:57
H4,12470180309317,下午 01:16:17
H4,12462580309317,下午 01:35:27
H4,12462080309317,下午 01:51:36
H4,12436080309317,下午 01:51:34
H4,12431680309317,下午 01:35:30
H4,12429980309317,上午 11:44:24
H4,40888180307632,下午 01:08:26
H4,40851880307632,下午 01:58:29
H4,40840580307632,下午 12:40:24
H4,40819880307632,上午 11:44:13
H4,40779980307632,下午 01:08:24
H4,40779880307632,下午 01:36:59
H4,40779680307632,下午 01:08:30
H4,40767380307632,下午 01:53:49
H4,40757980307632,下午 01:51:38
H4,40751080307632,下午 12:40:08
H4,40737980307632,下午 12:40:07
H4,40728880307632,下午 01:25:08
H4,40724780307632,下午 01:58:27
H4,40700480307632,下午 12:04:07
H4,40673880307632,下午 01:58:23
H4,40673080307632,下午 01:08:28
H4,40667680307632,下午 01:58:25
H4,40635380307632,下午 01:44:23
H4,40634880307632,下午 01:35:34
H4,1011280307618,下午 01:51:28
H4,31339950101816,下午 01:51:30
H4,73308622006818,下午 01:44:41
H4,73308522006818,下午 01:44:42
H4,73308422006818,下午 01:16:10
H4,73218822006818,下午 01:58:31
H4,2814154001018,下午 01:54:23
H4,94734383002810800000,下午 01:54:20
H4,91272283002410800000,下午 01:45:29
H4,94348210014110800000,下午 12:05:00
H4,93106083000700800000,下午 12:41:19
H4,57289180345118,下午 01:37:42
H4,57284380345118,下午 01:37:41
H4,57131680345118,下午 01:36:27
H4,14793610516718,下午 01:17:17
H4,25475380345116,上午 11:45:25
H4,25469680345116,下午 01:36:37
H4,95117440003410800000,下午 01:17:18
H4,466780312418,下午 01:17:05
H4,71335510009118,下午 01:25:52
H4,2051380310316,下午 01:59:57
H4,6971780309618,下午 01:55:16
H4,91441122007310800000,下午 01:18:57
H4,3954580307418,下午 01:54:15
H4,1701280306916,下午 01:07:37
H4,941110009118832000,下午 01:25:51
H4,940310009118832000,下午 01:54:24
H4,3754180305518,下午 01:25:58
H4,3743380305518,下午 12:04:45
H4,35546280345117,下午 01:54:05
H4,35470680345117,下午 01:09:17
H4,28953880316332,下午 01:27:18
H4,40760280307632,下午 01:55:51
H4,568880306717,上午 08:47:24
H4,10414322007318,下午 01:27:08
H4,1354910602033,下午 12:41:54
H4,90014283002617800000,下午 01:11:05
H4,513210600527,下午 01:08:14
H4,57017480345117,下午 01:53:23
H4,35984780345117,下午 01:53:16
H4,35947780345117,下午 12:41:42
H4,35936180345117,下午 01:26:27
H4,35936080345117,下午 12:41:38
H4,35930980345117,下午 01:08:12
H4,35930580345117,下午 01:18:01
H4,35930480345117,下午 01:08:03
H4,35929880345117,下午 01:26:25
H4,35403680345117,下午 01:38:13
H4,35403280345117,上午 11:46:01
H4,14906922027078,下午 01:59:25
H4,28756380316332,下午 01:26:49
H4,28756080316332,下午 01:26:48
H4,28749080316332,下午 01:11:32
H4,3650680311332,下午 01:37:08
H4,3633580311332,下午 01:26:44
H4,820350102717,下午 01:11:31
H4,40569080307632,上午 11:47:15
H4,40557880307632,上午 11:47:11
H4,40546980307632,下午 01:18:26
H4,40546780307632,下午 01:18:28
H4,40546580307632,下午 02:00:56
H4,40496180307632,上午 11:46:26
H4,40494580307632,下午 01:55:41
H4,40489480307632,下午 01:53:33
H4,40489280307632,下午 01:46:32
H4,40430480307632,下午 12:41:58
H4,40360780307632,下午 12:41:59
H4,40357280307632,下午 02:00:50
H4,40336480307632,下午 01:46:29
H4,40290880307632,下午 01:11:34
H4,40208280307632,下午 01:08:36
H4,40208180307632,下午 01:08:23
H4,40195280307632,下午 01:41:14
I4,1961888000616,下午 01:25:36
I4,93674388000510800000,下午 01:18:49
I4,96495888000020800000,下午 02:06:27
I4,90705854002820800000,下午 12:57:36
I4,9093983006516,下午 01:25:36
I4,93453083006310800000,下午 01:56:58
I4,92992683006210800000,下午 02:06:27
I4,1371810602033,下午 02:06:27
I4,90022683005811800000,下午 01:56:58
I4,70918222027917800000,下午 01:39:44
I4,15758510601828,下午 01:56:58
I4,97339183005510800000,下午 01:18:49
I4,90018583005410800000,下午 01:49:40
I4,14783810601828,下午 02:08:49
I4,98549483005210800000,下午 01:43:51
I4,92334483005010800000,下午 12:57:36
I4,92334283005010800000,上午 11:57:56
I4,96677483004910800000,下午 01:56:58
I4,91399983004810800000,下午 01:25:36
I4,91395583004810800000,下午 01:43:02
I4,95890783004610800000,下午 01:56:58
I4,92220283004620800000,下午 01:18:49
I4,7998210601716,下午 01:56:58
I4,92940783004510800000,下午 12:55:18
I4,70526022027917800000,下午 01:43:02
I4,70525822027917800000,下午 01:49:40
I4,4834140006518830000,下午 12:55:18
I4,98126983003110800000,下午 01:18:49
I4,93197283003170800000,下午 01:49:40
I4,92689283002910800000,下午 02:06:27
I4,91722883002700800000,下午 02:01:15
I4,91722483002700800000,下午 01:15:32
I4,92428483002610800000,下午 01:43:12
I4,91581283002600800000,下午 01:15:32
I4,95207783002510800000,下午 02:06:27
I4,95205883002510800000,下午 01:26:30
I4,91016883002420800000,下午 01:49:40
I4,91016783002420800000,下午 01:49:40
I4,90184983002400800000,下午 01:43:51
I4,6442683002400,下午 01:26:30
I4,6441783002400,下午 01:25:36
I4,6441583002400,下午 12:57:36
